index,rssi
611,-58.0
612,-65.0
613,-66.0
614,-67.0
615,-65.0
616,-59.0
617,-60.0
618,-59.0
619,-59.0
620,-64.0
621,-60.0
622,-60.0
623,-60.0
624,-66.0
625,-66.0
626,-65.0
627,-57.0
628,-57.0
629,-58.0
630,-60.0
631,-59.0
632,-59.0
633,-65.0
634,-66.0
635,-64.0
636,-57.0
637,-57.0
638,-60.0
639,-58.0
640,-58.0
641,-63.0
642,-63.0
643,-64.0
644,-59.0
645,-58.0
646,-56.0
647,-59.0
648,-57.0
649,-62.0
650,-62.0
651,-58.0
652,-62.0
653,-64.0
654,-62.0
655,-62.0
656,-59.0
657,-58.0
658,-56.0
659,-58.0
660,-57.0
661,-61.0
662,-57.0
663,-58.0
664,-63.0
665,-63.0
666,-56.0
667,-58.0
668,-59.0
669,-60.0
670,-58.0
671,-59.0
672,-60.0
673,-64.0
674,-65.0
675,-56.0
676,-57.0
677,-56.0
678,-60.0
679,-59.0
680,-60.0
681,-65.0
682,-67.0
683,-56.0
684,-56.0
685,-55.0
686,-63.0
687,-58.0
688,-63.0
689,-66.0
690,-65.0
691,-57.0
692,-57.0
693,-58.0
694,-60.0
695,-59.0
696,-59.0
697,-66.0
698,-68.0
699,-67.0
700,-67.0
701,-66.0
702,-57.0
703,-57.0
704,-57.0
705,-57.0
706,-59.0
707,-59.0
708,-60.0
709,-66.0
710,-65.0
711,-65.0
712,-65.0
713,-56.0
714,-57.0
715,-57.0
716,-60.0
717,-59.0
718,-63.0
719,-64.0
720,-64.0
721,-65.0
722,-66.0
723,-56.0
724,-59.0
725,-58.0
726,-56.0
727,-62.0
728,-62.0
729,-63.0
730,-66.0
731,-64.0
732,-57.0
733,-57.0
734,-56.0
735,-56.0
736,-57.0
737,-58.0
738,-58.0
739,-67.0
740,-66.0
741,-56.0
742,-56.0
743,-57.0
744,-58.0
745,-58.0
746,-57.0
747,-61.0
748,-57.0
749,-58.0
750,-63.0
751,-64.0
752,-64.0
753,-63.0
754,-55.0
755,-58.0
756,-55.0
757,-57.0
758,-62.0
759,-59.0
760,-64.0
761,-65.0
762,-56.0
763,-56.0
764,-56.0
765,-56.0
766,-58.0
767,-57.0
768,-60.0
769,-64.0
770,-64.0
771,-65.0
772,-64.0
773,-56.0
774,-57.0
775,-56.0
776,-57.0
777,-60.0
778,-60.0
779,-59.0
780,-64.0
781,-64.0
782,-64.0
783,-64.0
784,-58.0
785,-58.0
786,-55.0
787,-62.0
788,-57.0
789,-58.0
790,-60.0
791,-60.0
792,-68.0
793,-67.0
794,-67.0
795,-67.0
796,-56.0
797,-56.0
798,-60.0
799,-60.0
800,-59.0
801,-60.0
802,-68.0
803,-68.0
804,-69.0
805,-69.0
806,-57.0
807,-57.0
808,-57.0
809,-59.0
810,-59.0
811,-59.0
812,-59.0
813,-67.0
814,-67.0
815,-56.0
816,-56.0
817,-56.0
818,-56.0
819,-59.0
820,-59.0
821,-60.0
822,-60.0
823,-68.0
824,-68.0
825,-69.0
826,-56.0
827,-58.0
828,-58.0
829,-58.0
830,-60.0
831,-66.0
832,-67.0
833,-55.0
834,-59.0
835,-58.0
836,-56.0
837,-62.0
838,-59.0
839,-58.0
840,-62.0
841,-65.0
842,-65.0
843,-64.0
844,-59.0
845,-58.0
846,-58.0
847,-59.0
848,-59.0
849,-65.0
850,-66.0
851,-56.0
852,-56.0
853,-57.0
854,-59.0
855,-60.0
856,-58.0
857,-62.0
858,-66.0
859,-65.0
860,-66.0
861,-62.0
862,-56.0
863,-55.0
864,-57.0
865,-57.0
866,-60.0
867,-60.0
868,-60.0
869,-60.0
870,-65.0
871,-70.0
872,-69.0
873,-68.0
874,-57.0
875,-57.0
876,-57.0
877,-57.0
878,-57.0
879,-60.0
880,-59.0
881,-61.0
882,-60.0
883,-72.0
884,-71.0
885,-70.0
886,-65.0
887,-56.0
888,-55.0
889,-58.0
890,-58.0
891,-58.0
892,-56.0
893,-64.0
894,-57.0
895,-69.0
896,-56.0
897,-56.0
898,-58.0
899,-60.0
900,-58.0
901,-61.0
902,-62.0
903,-62.0
904,-68.0
905,-67.0
906,-73.0
907,-67.0
908,-57.0
909,-56.0
910,-57.0
911,-57.0
912,-60.0
913,-60.0
914,-66.0
915,-68.0
916,-67.0
917,-56.0
918,-57.0
919,-57.0
920,-57.0
921,-60.0
922,-59.0
923,-60.0
924,-60.0
925,-60.0
926,-65.0
927,-57.0
928,-57.0
929,-57.0
930,-57.0
931,-59.0
